Datum;Bensin 95;E85;Diesel
2020-11-16;13.83;11.38;13.98
2020-11-17;13.83;11.38;13.98
2020-11-18;13.83;11.38;13.98
2020-11-19;13.98;11.38;14.08
2020-11-20;13.98;11.38;14.08
2020-11-21;13.98;11.38;14.08
2020-11-22;13.98;11.38;14.08
2020-11-23;14.08;11.38;14.08
2020-11-24;14.18;11.38;14.18
2020-11-25;14.28;11.48;14.28
2020-11-26;14.28;11.48;14.28
2020-11-27;14.28;11.48;14.28
2020-11-28;14.28;11.48;14.28
2020-11-29;14.28;11.48;14.28
2020-11-30;14.18;11.48;14.28
2020-12-01;14.08;11.48;14.28
2020-12-02;14.08;11.48;14.28
2020-12-03;14.08;11.48;14.28
2020-12-04;14.08;11.48;14.28
2020-12-05;14.08;11.48;14.28
2020-12-06;14.08;11.48;14.28
2020-12-07;14.08;11.48;14.28
2020-12-08;14.08;11.58;14.38
2020-12-09;14.08;11.58;14.38
2020-12-10;14.08;11.58;14.38
2020-12-11;14.23;11.58;14.48
2020-12-12;14.23;11.58;14.48
2020-12-13;14.23;11.58;14.48
2020-12-14;14.23;11.58;14.48
2020-12-15;14.08;11.38;14.38
2020-12-16;14.08;11.38;14.38
2020-12-17;14.08;11.38;14.38
2020-12-18;14.18;11.38;14.38
2020-12-19;14.18;11.38;14.38
2020-12-20;14.18;11.38;14.38
2020-12-21;14.18;11.38;14.38
2020-12-22;14.08;11.18;14.28
2020-12-23;14.08;11.18;14.28
2020-12-24;14.08;11.18;14.28
2020-12-25;14.08;11.18;14.28
2020-12-26;14.08;11.18;14.28
2020-12-27;14.08;11.18;14.28
2020-12-28;14.08;11.18;14.28
2020-12-29;14.08;11.18;14.28
2020-12-30;14.18;11.18;14.38
2020-12-31;14.18;11.18;14.38
2021-01-01;14.24;11.2;14.42
2021-01-02;14.24;11.2;14.42
2021-01-03;14.24;11.2;14.42
2021-01-04;14.34;11.2;14.82
2021-01-05;14.34;11.2;14.82
2021-01-06;14.34;11.2;14.82
2021-01-07;14.44;11.2;14.92
2021-01-08;14.44;11.2;14.92
2021-01-09;14.44;11.2;14.92
2021-01-10;14.44;11.2;14.92
2021-01-11;14.54;11.18;15.02
2021-01-12;14.54;11.18;15.02
2021-01-13;14.69;11.28;15.17
2021-01-14;14.69;11.28;15.17
2021-01-15;14.69;11.28;15.17
2021-01-16;14.69;11.28;15.17
2021-01-17;14.69;11.28;15.17
2021-01-18;14.69;11.28;15.17
2021-01-19;14.69;11.28;15.17
2021-01-20;14.69;11.28;15.17
2021-01-21;14.69;11.28;15.17
2021-01-22;14.69;11.28;15.17
2021-01-23;14.69;11.28;15.17
2021-01-24;14.69;11.28;15.17
2021-01-25;14.59;11.18;15.07
2021-01-26;14.59;11.18;15.07
2021-01-27;14.59;11.18;15.07
2021-01-28;14.59;11.18;15.07
2021-01-29;14.69;11.18;15.22
2021-01-30;14.69;11.18;15.22
2021-01-31;14.69;11.18;15.22
2021-02-01;14.69;11.18;15.22
2021-02-02;14.69;11.18;15.22
2021-02-03;14.89;11.28;15.42
2021-02-04;14.89;11.28;15.42
2021-02-05;14.89;11.28;15.42
2021-02-06;14.89;11.28;15.42
2021-02-07;14.89;11.28;15.42
2021-02-08;15.09;11.28;15.62
2021-02-09;15.09;11.28;15.62
2021-02-10;15.09;11.28;15.62
2021-02-11;15.09;11.28;15.62
2021-02-12;15.09;11.28;15.72
2021-02-13;15.09;11.28;15.72
2021-02-14;15.09;11.28;15.72
2021-02-15;15.09;11.28;15.72
2021-02-16;15.09;11.28;15.72
2021-02-17;15.09;11.28;15.72
2021-02-18;15.19;11.28;15.72
2021-02-19;15.19;11.28;15.72
2021-02-20;15.19;11.28;15.72
2021-02-21;15.19;11.28;15.72
2021-02-22;15.19;11.28;15.72
2021-02-23;15.19;11.28;15.72
2021-02-24;15.29;11.38;15.82
2021-02-25;15.39;11.53;15.82
2021-02-26;15.39;11.53;15.82
2021-02-27;15.39;11.53;15.82
2021-02-28;15.39;11.53;15.82
2021-03-01;15.49;11.73;15.82
2021-03-02;15.49;11.73;15.82
2021-03-03;15.49;11.73;15.82
2021-03-04;15.49;11.73;15.82
2021-03-05;15.64;11.88;15.97
2021-03-06;15.64;11.88;15.97
2021-03-07;15.64;11.88;15.97
2021-03-08;15.79;11.98;16.22
2021-03-09;15.79;11.98;16.22
2021-03-10;15.79;11.98;16.22
2021-03-11;15.79;11.98;16.12
2021-03-12;15.89;11.98;16.12
2021-03-13;15.89;11.98;16.12
2021-03-14;15.89;11.98;16.12
2021-03-15;15.99;11.98;16.22
2021-03-16;15.99;11.98;16.22
2021-03-17;15.89;11.98;16.12
2021-03-18;15.74;11.98;16.02
2021-03-19;15.54;11.88;15.87
2021-03-20;15.54;11.88;15.87
2021-03-21;15.54;11.88;15.87
2021-03-22;15.44;11.88;15.87
2021-03-23;15.54;11.88;15.87
2021-03-24;15.39;11.78;15.72
2021-03-25;15.49;11.78;15.82
2021-03-26;15.49;11.78;15.82
2021-03-27;15.49;11.78;15.82
2021-03-28;15.49;11.78;15.82
2021-03-29;15.49;11.78;15.82
2021-03-30;15.74;11.78;16.02
2021-03-31;15.74;11.78;16.02
2021-04-01;15.74;10.94;16.02
2021-04-02;15.74;10.94;16.02
2021-04-03;15.74;10.94;16.02
2021-04-04;15.74;10.94;16.02
2021-04-05;15.74;10.94;16.02
2021-04-06;15.74;10.94;15.92
2021-04-07;15.74;10.94;15.92
2021-04-08;15.64;10.94;15.82
2021-04-09;15.64;10.94;15.82
2021-04-10;15.64;10.94;15.82
2021-04-11;15.64;10.94;15.82
2021-04-12;15.64;10.94;15.82
2021-04-13;15.79;11.14;15.82
2021-04-14;15.79;11.14;15.82
2021-04-15;15.89;11.34;15.82
2021-04-16;15.89;11.34;15.82
2021-04-17;15.89;11.34;15.82
2021-04-18;15.89;11.34;15.82
2021-04-19;15.89;11.49;15.92
2021-04-20;15.89;11.49;15.92
2021-04-21;15.79;11.49;15.77
2021-04-22;15.79;11.49;15.77
2021-04-23;15.79;11.49;15.77
2021-04-24;15.79;11.49;15.77
2021-04-25;15.79;11.49;15.77
2021-04-26;15.79;11.49;15.77
2021-04-27;15.69;11.49;15.77
2021-04-28;15.69;11.74;15.87
2021-04-29;15.79;11.89;15.97
2021-04-30;15.79;11.89;15.97
2021-05-01;15.79;11.89;15.97
2021-05-02;15.79;11.89;15.97
2021-05-03;15.79;11.89;15.97
2021-05-04;15.89;11.99;16.07
2021-05-05;16.04;11.99;16.17
2021-05-06;16.14;11.99;16.27
2021-05-07;16.04;11.99;16.27
2021-05-08;16.04;11.99;16.27
2021-05-09;16.04;11.99;16.27
2021-05-10;16.04;11.99;16.27
2021-05-11;15.94;11.99;16.17
2021-05-12;15.94;11.99;16.17
2021-05-13;15.94;11.99;16.17
2021-05-14;15.94;11.99;16.17
2021-05-15;15.94;11.99;16.17
2021-05-16;15.94;11.99;16.17
2021-05-17;15.94;11.99;16.17
2021-05-18;15.94;12.19;16.27
2021-05-19;15.94;12.19;16.27
2021-05-20;15.74;12.19;16.07
2021-05-21;15.74;12.19;16.07
2021-05-22;15.74;12.19;16.07
2021-05-23;15.74;12.19;16.07
2021-05-24;15.74;12.19;16.07
2021-05-25;15.84;12.29;16.17
2021-05-26;15.84;12.29;16.17
2021-05-27;15.84;12.29;16.17
2021-05-28;15.84;12.29;16.17
2021-05-29;15.84;12.29;16.17
2021-05-30;15.84;12.29;16.17
2021-05-31;15.99;12.39;16.27
2021-06-01;15.99;12.39;16.27
2021-06-02;15.99;12.39;16.27
2021-06-03;15.99;12.39;16.27
2021-06-04;15.99;12.39;16.27
2021-06-05;15.99;12.39;16.27
2021-06-06;15.99;12.39;16.27
2021-06-07;16.09;12.49;16.37
2021-06-08;16.09;12.49;16.37
2021-06-09;16.09;12.49;16.37
2021-06-10;16.09;12.49;16.37
2021-06-11;16.09;12.49;16.37
2021-06-12;16.09;12.49;16.37
2021-06-13;16.09;12.49;16.37
2021-06-14;16.09;12.49;16.37
2021-06-15;16.19;12.59;16.52
2021-06-16;16.19;12.59;16.52
2021-06-17;16.19;12.59;16.62
2021-06-18;16.19;12.59;16.62
2021-06-19;16.19;12.59;16.62
2021-06-20;16.19;12.59;16.62
2021-06-21;16.34;12.59;16.72
2021-06-22;16.34;12.59;16.72
2021-06-23;16.44;12.59;16.82
2021-06-24;16.44;12.59;16.82
2021-06-25;16.44;12.59;16.82
2021-06-26;16.44;12.59;16.82
2021-06-27;16.44;12.59;16.82
2021-06-28;16.54;12.59;16.82
2021-06-29;16.54;12.59;16.82
2021-06-30;16.54;12.59;16.82
2021-07-01;16.54;12.59;16.72
2021-07-02;16.54;12.59;16.87
2021-07-03;16.54;12.59;16.87
2021-07-04;16.54;12.59;16.87
2021-07-05;16.69;12.59;17.02
2021-07-06;16.69;12.59;17.02
2021-07-07;16.59;12.59;16.82
2021-07-08;16.49;12.59;16.72
2021-07-09;16.49;12.59;16.72
2021-07-10;16.49;12.59;16.72
2021-07-11;16.49;12.59;16.72
2021-07-12;16.64;12.74;16.87
2021-07-13;16.64;12.74;16.87
2021-07-14;16.64;12.74;16.87
2021-07-15;16.74;12.84;16.97
2021-07-16;16.74;12.84;16.87
2021-07-17;16.74;12.84;16.87
2021-07-18;16.74;12.84;16.87
2021-07-19;16.74;12.84;16.87
2021-07-20;16.49;12.74;16.67
2021-07-21;16.39;12.74;16.67
2021-07-22;16.54;12.74;16.82
2021-07-23;16.64;12.74;16.82
2021-07-24;16.64;12.74;16.82
2021-07-25;16.64;12.74;16.82
2021-07-26;16.74;12.74;16.82
2021-07-27;16.74;12.74;16.82
2021-07-28;16.74;12.74;16.82
2021-07-29;16.74;12.74;16.82
2021-07-30;16.84;12.74;16.92
2021-07-31;16.84;12.74;16.92
2021-08-01;16.84;12.74;16.92
2021-08-02;16.89;12.74;17.67
2021-08-03;16.79;12.59;17.52
2021-08-04;16.79;12.59;17.52
2021-08-05;16.69;12.49;17.42
2021-08-06;16.79;12.64;17.42
2021-08-07;16.79;12.64;17.42
2021-08-08;16.79;12.64;17.42
2021-08-09;16.79;12.64;17.42
2021-08-10;16.69;12.64;17.42
2021-08-11;16.79;12.64;17.57
2021-08-12;16.69;12.64;17.57
2021-08-13;16.69;12.64;17.57
2021-08-14;16.69;12.64;17.57
2021-08-15;16.69;12.64;17.57
2021-08-16;16.69;12.64;17.57
2021-08-17;16.59;12.64;17.47
2021-08-18;16.59;12.64;17.47
2021-08-19;16.59;12.64;17.47
2021-08-20;16.39;12.64;17.32
2021-08-21;16.39;12.64;17.32
2021-08-22;16.39;12.64;17.32
2021-08-23;16.39;12.64;17.42
2021-08-24;16.49;12.79;17.57
2021-08-25;16.49;12.79;17.57
2021-08-26;16.64;12.89;17.67
2021-08-27;16.64;12.89;17.67
2021-08-28;16.64;12.89;17.67
2021-08-29;16.64;12.89;17.67
2021-08-30;16.79;12.99;17.77
2021-08-31;16.79;12.99;17.77
2021-09-01;16.79;12.99;17.77
2021-09-02;16.69;12.99;17.67
2021-09-03;16.89;13.19;17.82
2021-09-04;16.89;13.19;17.82
2021-09-05;16.89;13.19;17.82
2021-09-06;16.89;13.19;17.82
2021-09-07;16.79;13.19;17.72
2021-09-08;16.79;13.19;17.72
2021-09-09;16.79;13.19;17.72
2021-09-10;16.89;13.39;17.72
2021-09-11;16.89;13.39;17.72
2021-09-12;16.89;13.39;17.72
2021-09-13;16.89;13.39;17.72
2021-09-14;16.89;13.59;17.82
2021-09-15;16.79;13.59;17.82
2021-09-16;16.89;13.79;17.97
2021-09-17;16.79;13.79;17.97
2021-09-18;16.79;13.79;17.97
2021-09-19;16.79;13.79;17.97
2021-09-20;16.79;13.79;17.97
2021-09-21;16.79;13.99;18.07
2021-09-22;16.64;13.99;18.07
2021-09-23;16.64;13.99;18.07
2021-09-24;16.74;13.99;18.22
2021-09-25;16.74;13.99;18.22
2021-09-26;16.74;13.99;18.22
2021-09-27;16.94;13.99;18.37
2021-09-28;17.04;14.24;18.47
2021-09-29;17.04;14.24;18.47
2021-09-30;17.29;14.49;18.57
2021-10-01;17.39;14.59;18.72
2021-10-02;17.39;14.59;18.72
2021-10-03;17.39;14.59;18.72
2021-10-04;17.39;14.79;18.82
2021-10-05;17.49;14.99;18.97
2021-10-06;17.59;15.19;19.17
2021-10-07;17.59;15.19;19.17
2021-10-08;17.59;15.19;19.17
2021-10-09;17.59;15.19;19.17
2021-10-10;17.59;15.19;19.17
2021-10-11;17.79;15.29;19.32
2021-10-12;17.79;15.29;19.32
2021-10-13;17.69;15.29;19.32
2021-10-14;17.84;15.49;19.32
2021-10-15;17.74;15.49;19.22
