Datum;Bensin 95;E85;Diesel
2015-01-01;12.59;9.5;12.85
2015-01-02;12.59;9.49;12.95
2015-01-03;12.59;9.49;12.95
2015-01-04;12.59;9.49;12.95
2015-01-05;12.49;9.49;12.8
2015-01-06;12.49;9.49;12.8
2015-01-07;12.39;9.49;12.7
2015-01-08;12.29;9.49;12.55
2015-01-09;12.29;9.49;12.55
2015-01-10;12.29;9.49;12.55
2015-01-11;12.29;9.49;12.55
2015-01-12;12.29;9.49;12.55
2015-01-13;12.29;9.49;12.55
2015-01-14;12.19;9.39;12.45
2015-01-15;12.19;9.39;12.45
2015-01-16;12.29;9.39;12.55
2015-01-17;12.29;9.39;12.55
2015-01-18;12.29;9.39;12.55
2015-01-19;12.29;9.39;12.55
2015-01-20;12.29;9.39;12.55
2015-01-21;12.29;9.39;12.55
2015-01-22;12.29;9.39;12.55
2015-01-23;12.29;9.39;12.65
2015-01-24;12.29;9.39;12.65
2015-01-25;12.29;9.39;12.65
2015-01-26;12.39;9.39;12.65
2015-01-27;12.39;9.39;12.65
2015-01-28;12.39;9.39;12.65
2015-01-29;12.49;9.39;12.65
2015-01-30;12.49;9.39;12.65
2015-01-31;12.49;9.39;12.65
2015-02-01;12.49;9.39;12.65
2015-02-02;12.59;9.39;12.65
2015-02-03;12.79;9.39;12.85
2015-02-04;12.99;9.39;13.05
2015-02-05;12.99;9.39;13.05
2015-02-06;12.99;9.39;13.2
2015-02-07;12.99;9.39;13.2
2015-02-08;12.99;9.39;13.2
2015-02-09;12.99;9.39;13.3
2015-02-10;13.19;9.39;13.5
2015-02-11;13.19;9.39;13.5
2015-02-12;13.09;9.39;13.35
2015-02-13;13.19;9.49;13.45
2015-02-14;13.19;9.49;13.45
2015-02-15;13.19;9.49;13.45
2015-02-16;13.29;9.59;13.65
2015-02-17;13.29;9.59;13.65
2015-02-18;13.29;9.59;13.65
2015-02-19;13.29;9.59;13.65
2015-02-20;13.19;9.59;13.55
2015-02-21;13.19;9.59;13.55
2015-02-22;13.19;9.59;13.55
2015-02-23;13.44;9.74;13.75
2015-02-24;13.44;9.74;13.75
2015-02-25;13.44;9.74;13.75
2015-02-26;13.34;9.74;13.65
2015-02-27;13.34;9.74;13.65
2015-02-28;13.34;9.74;13.65
2015-03-01;13.34;9.74;13.65
2015-03-02;13.54;9.74;13.75
2015-03-03;13.54;9.74;13.65
2015-03-04;13.54;9.74;13.65
2015-03-05;13.44;9.74;13.5
2015-03-06;13.54;9.74;13.6
2015-03-07;13.54;9.74;13.6
2015-03-08;13.54;9.74;13.6
2015-03-09;13.54;9.74;13.6
2015-03-10;13.64;9.84;13.6
2015-03-11;13.54;9.84;13.5
2015-03-12;13.54;9.84;13.5
2015-03-13;13.54;9.84;13.4
2015-03-14;13.54;9.84;13.4
2015-03-15;13.54;9.84;13.4
2015-03-16;13.54;9.84;13.3
2015-03-17;13.44;9.84;13.2
2015-03-18;13.44;9.84;13.2
2015-03-19;13.64;10.09;13.3
2015-03-20;13.64;10.09;13.3
2015-03-21;13.64;10.09;13.3
2015-03-22;13.64;10.09;13.3
2015-03-23;13.79;10.24;13.4
2015-03-24;13.79;10.24;13.4
2015-03-25;13.79;10.24;13.3
2015-03-26;13.79;10.24;13.3
2015-03-27;13.89;10.24;13.4
2015-03-28;13.89;10.24;13.4
2015-03-29;13.89;10.24;13.4
2015-03-30;13.89;10.24;13.5
2015-03-31;13.79;10.24;13.35
2015-04-01;13.79;9.68;13.35
2015-04-02;13.79;9.68;13.35
2015-04-03;13.79;9.68;13.35
2015-04-04;13.79;9.68;13.35
2015-04-05;13.79;9.68;13.35
2015-04-06;13.79;9.68;13.35
2015-04-07;13.79;9.68;13.25
2015-04-08;13.79;9.88;13.35
2015-04-09;13.79;9.88;13.35
2015-04-10;13.79;9.88;13.35
2015-04-11;13.79;9.88;13.35
2015-04-12;13.79;9.88;13.35
2015-04-13;13.89;9.88;13.45
2015-04-14;13.89;9.88;13.55
2015-04-15;13.89;9.88;13.55
2015-04-16;14.09;10.08;13.7
2015-04-17;14.09;10.08;13.8
2015-04-18;14.09;10.08;13.8
2015-04-19;14.09;10.08;13.8
2015-04-20;14.19;10.28;13.8
2015-04-21;14.19;10.28;13.8
2015-04-22;14.19;10.28;13.8
2015-04-23;14.19;10.28;13.8
2015-04-24;14.39;10.38;13.95
2015-04-25;14.39;10.38;13.95
2015-04-26;14.39;10.38;13.95
2015-04-27;14.39;10.38;13.85
2015-04-28;14.39;10.38;13.85
2015-04-29;14.29;10.38;13.85
2015-04-30;14.29;10.38;13.85
2015-05-01;14.29;10.38;13.85
2015-05-02;14.29;10.38;13.85
2015-05-03;14.29;10.38;13.85
2015-05-04;14.29;10.38;13.75
2015-05-05;14.29;10.38;13.75
2015-05-06;14.39;10.38;13.9
2015-05-07;14.39;10.38;13.9
2015-05-08;14.19;10.38;13.75
2015-05-09;14.19;10.38;13.75
2015-05-10;14.19;10.38;13.75
2015-05-11;14.09;10.38;13.65
2015-05-12;14.09;10.38;13.65
2015-05-13;14.19;10.38;13.75
2015-05-14;14.19;10.38;13.75
2015-05-15;14.19;10.38;13.75
2015-05-16;14.19;10.38;13.75
2015-05-17;14.19;10.38;13.75
2015-05-18;14.19;10.38;13.75
2015-05-19;14.19;10.38;13.75
2015-05-20;14.09;10.38;13.65
2015-05-21;14.09;10.38;13.65
2015-05-22;14.19;10.38;13.8
2015-05-23;14.19;10.38;13.8
2015-05-24;14.19;10.38;13.8
2015-05-25;14.19;10.38;13.8
2015-05-26;14.29;10.38;13.8
2015-05-27;14.19;10.38;13.7
2015-05-28;14.19;10.38;13.7
2015-05-29;14.09;10.38;13.6
2015-05-30;14.09;10.38;13.6
2015-05-31;14.09;10.38;13.6
2015-06-01;14.29;10.38;13.8
2015-06-02;14.39;10.38;13.8
2015-06-03;14.39;10.38;13.8
2015-06-04;14.29;10.38;13.7
2015-06-05;14.19;10.38;13.5
2015-06-06;14.19;10.38;13.5
2015-06-07;14.19;10.38;13.5
2015-06-08;14.19;10.38;13.4
2015-06-09;14.19;10.38;13.4
2015-06-10;14.34;10.48;13.55
2015-06-11;14.34;10.48;13.55
2015-06-12;14.49;10.48;13.55
2015-06-13;14.49;10.48;13.55
2015-06-14;14.49;10.48;13.55
2015-06-15;14.39;10.48;13.4
2015-06-16;14.39;10.48;13.4
2015-06-17;14.39;10.48;13.4
2015-06-18;14.39;10.48;13.4
2015-06-19;14.39;10.48;13.4
2015-06-20;14.39;10.48;13.4
2015-06-21;14.39;10.48;13.4
2015-06-22;14.19;10.48;13.2
2015-06-23;14.09;10.48;13.2
2015-06-24;14.09;10.48;13.3
2015-06-25;14.19;10.48;13.4
2015-06-26;14.19;10.48;13.4
2015-06-27;14.19;10.48;13.4
2015-06-28;14.19;10.48;13.4
2015-06-29;14.19;10.48;13.4
2015-06-30;14.19;10.48;13.4
2015-07-01;14.29;10.48;13.4
2015-07-02;14.29;10.48;13.4
2015-07-03;14.44;10.58;13.55
2015-07-04;14.44;10.58;13.55
2015-07-05;14.44;10.58;13.55
2015-07-06;14.44;10.58;13.4
2015-07-07;14.44;10.58;13.3
2015-07-08;14.44;10.58;13.1
2015-07-09;14.59;10.58;13.1
2015-07-10;14.59;10.58;13.25
2015-07-11;14.59;10.58;13.25
2015-07-12;14.59;10.58;13.25
2015-07-13;14.49;10.58;13.25
2015-07-14;14.49;10.58;13.25
2015-07-15;14.34;10.58;13.25
2015-07-16;14.19;10.58;13.15
2015-07-17;14.19;10.58;13.15
2015-07-18;14.19;10.58;13.15
2015-07-19;14.19;10.58;13.15
2015-07-20;14.19;10.58;13.15
2015-07-21;14.29;10.58;13.15
2015-07-22;14.19;10.58;13.15
2015-07-23;14.19;10.58;13.15
2015-07-24;14.09;10.58;13.05
2015-07-25;14.09;10.58;13.05
2015-07-26;14.09;10.58;13.05
2015-07-27;14.09;10.58;13.05
2015-07-28;13.99;10.58;12.9
2015-07-29;13.99;10.58;12.9
2015-07-30;14.09;10.68;12.9
2015-07-31;14.09;10.68;12.9
2015-08-01;14.09;10.68;12.9
2015-08-02;14.09;10.68;12.9
2015-08-03;14.29;10.83;12.9
2015-08-04;14.04;10.83;12.75
2015-08-05;14.04;10.83;12.75
2015-08-06;14.04;10.83;12.75
2015-08-07;13.94;10.83;12.75
2015-08-08;13.94;10.83;12.75
2015-08-09;13.94;10.83;12.75
2015-08-10;13.84;10.83;12.75
2015-08-11;13.84;10.83;12.9
2015-08-12;13.64;10.83;12.8
2015-08-13;13.64;10.83;12.8
2015-08-14;13.64;10.83;12.8
2015-08-15;13.64;10.83;12.8
2015-08-16;13.64;10.83;12.8
2015-08-17;13.54;10.83;12.8
2015-08-18;13.54;10.83;12.8
2015-08-19;13.39;10.73;12.7
2015-08-20;13.29;10.73;12.6
2015-08-21;13.29;10.73;12.6
2015-08-22;13.29;10.73;12.6
2015-08-23;13.29;10.73;12.6
2015-08-24;13.09;10.73;12.45
2015-08-25;12.94;10.58;12.25
2015-08-26;12.94;10.58;12.25
2015-08-27;12.79;10.58;12.25
2015-08-28;12.79;10.58;12.4
2015-08-29;12.79;10.58;12.4
2015-08-30;12.79;10.58;12.4
2015-08-31;12.99;10.58;12.6
2015-09-01;12.99;10.58;12.6
2015-09-02;12.99;10.58;12.7
2015-09-03;12.99;10.58;12.7
2015-09-04;13.14;10.58;12.85
2015-09-05;13.14;10.58;12.85
2015-09-06;13.14;10.58;12.85
2015-09-07;13.14;10.58;12.85
2015-09-08;12.99;10.58;12.7
2015-09-09;12.99;10.58;12.7
2015-09-10;12.99;10.58;12.7
2015-09-11;13.09;10.58;12.7
2015-09-12;13.09;10.58;12.7
2015-09-13;13.09;10.58;12.7
2015-09-14;12.99;10.58;12.7
2015-09-15;12.79;10.58;12.5
2015-09-16;12.79;10.58;12.5
2015-09-17;12.79;10.58;12.5
2015-09-18;12.79;10.58;12.5
2015-09-19;12.79;10.58;12.5
2015-09-20;12.79;10.58;12.5
2015-09-21;12.69;10.58;12.4
2015-09-22;12.69;10.58;12.4
2015-09-23;12.69;10.58;12.4
2015-09-24;12.84;10.58;12.55
2015-09-25;12.84;10.58;12.55
2015-09-26;12.84;10.58;12.55
2015-09-27;12.84;10.58;12.55
2015-09-28;12.84;10.58;12.55
2015-09-29;12.74;10.48;12.55
2015-09-30;12.74;10.48;12.55
2015-10-01;12.74;10.48;12.55
2015-10-02;12.74;10.48;12.55
2015-10-03;12.74;10.48;12.55
2015-10-04;12.74;10.48;12.55
2015-10-05;12.64;10.48;12.45
2015-10-06;12.74;10.48;12.6
2015-10-07;12.89;10.48;12.75
2015-10-08;12.89;10.48;12.75
2015-10-09;12.79;10.38;12.65
2015-10-10;12.79;10.38;12.65
2015-10-11;12.79;10.38;12.65
2015-10-12;12.79;10.38;12.65
2015-10-13;12.79;10.38;12.55
2015-10-14;12.64;10.38;12.4
2015-10-15;12.54;10.38;12.3
2015-10-16;12.44;10.38;12.2
2015-10-17;12.44;10.38;12.2
2015-10-18;12.44;10.38;12.2
2015-10-19;12.59;10.38;12.35
2015-10-20;12.49;10.38;12.25
2015-10-21;12.49;10.38;12.25
2015-10-22;12.49;10.38;12.35
2015-10-23;12.49;10.38;12.35
2015-10-24;12.49;10.38;12.35
2015-10-25;12.49;10.38;12.35
2015-10-26;12.59;10.38;12.45
2015-10-27;12.59;10.38;12.45
2015-10-28;12.59;10.38;12.45
2015-10-29;12.79;10.38;12.6
2015-10-30;12.79;10.38;12.6
2015-10-31;12.79;10.38;12.6
2015-11-01;12.79;10.38;12.6
2015-11-02;12.99;10.84;12.6
2015-11-03;12.99;10.84;12.6
2015-11-04;12.99;10.99;12.7
2015-11-05;12.99;10.99;12.7
2015-11-06;12.99;10.99;12.7
2015-11-07;12.99;10.99;12.7
2015-11-08;12.99;10.99;12.7
2015-11-09;13.09;11.14;12.7
2015-11-10;13.09;11.14;12.7
2015-11-11;12.99;11.14;12.7
2015-11-12;12.89;11.14;12.55
2015-11-13;12.79;11.14;12.45
2015-11-14;12.79;11.14;12.45
2015-11-15;12.79;11.14;12.45
2015-11-16;12.64;11.14;12.35
2015-11-17;12.54;11.14;12.35
2015-11-18;12.54;11.14;12.35
2015-11-19;12.54;11.14;12.35
2015-11-20;12.64;11.14;12.35
2015-11-21;12.64;11.14;12.35
2015-11-22;12.64;11.14;12.35
2015-11-23;12.64;11.14;12.35
2015-11-24;12.64;11.14;12.45
2015-11-25;12.79;11.14;12.45
2015-11-26;12.79;11.14;12.45
2015-11-27;12.79;11.14;12.35
2015-11-28;12.79;11.14;12.35
2015-11-29;12.79;11.14;12.35
2015-11-30;12.79;11.14;12.35
2015-12-01;12.81;11.83;12.35
2015-12-02;12.81;11.83;12.25
2015-12-03;12.66;11.83;12.15
2015-12-04;12.56;11.83;12.15
2015-12-05;12.56;11.83;12.15
2015-12-06;12.56;11.83;12.15
2015-12-07;12.41;11.83;12.05
2015-12-08;12.31;11.83;11.9
2015-12-09;12.31;11.83;11.9
2015-12-10;12.31;11.83;11.75
2015-12-11;12.46;11.83;11.75
2015-12-12;12.46;11.83;11.75
2015-12-13;12.46;11.83;11.75
2015-12-14;12.46;11.83;11.55
2015-12-15;12.46;11.83;11.55
2015-12-16;12.46;11.83;11.55
2015-12-17;12.36;11.73;11.45
2015-12-18;12.36;11.73;11.45
2015-12-19;12.36;11.73;11.45
2015-12-20;12.36;11.73;11.45
2015-12-21;12.46;11.73;11.55
2015-12-22;12.36;11.73;11.45
2015-12-23;12.36;11.73;11.45
2015-12-24;12.36;11.73;11.45
2015-12-25;12.36;11.73;11.45
2015-12-26;12.36;11.73;11.45
2015-12-27;12.36;11.73;11.45
2015-12-28;12.46;11.73;11.55
2015-12-29;12.46;11.73;11.55
2015-12-30;12.31;11.58;11.55
2015-12-31;12.31;11.58;11.55
2016-01-01;12.87;11.99;12.18
2016-01-02;12.87;11.99;12.18
2016-01-03;12.87;11.99;12.18
2016-01-04;12.87;11.99;12.08
2016-01-05;12.97;11.99;12.08
2016-01-06;12.97;11.99;12.08
2016-01-07;12.87;11.89;11.98
2016-01-08;12.87;11.89;11.98
2016-01-09;12.87;11.89;11.98
2016-01-10;12.87;11.89;11.98
2016-01-11;12.72;11.89;11.83
2016-01-12;12.72;11.89;11.83
2016-01-13;12.57;11.89;11.68
2016-01-14;12.47;11.89;11.68
2016-01-15;12.47;11.89;11.58
2016-01-16;12.47;11.89;11.58
2016-01-17;12.47;11.89;11.58
2016-01-18;12.47;11.89;11.58
2016-01-19;12.47;11.89;11.58
2016-01-20;12.57;11.89;11.58
2016-01-21;12.47;11.79;11.38
2016-01-22;12.47;11.79;11.38
2016-01-23;12.47;11.79;11.38
2016-01-24;12.47;11.79;11.38
2016-01-25;12.62;11.79;11.58
2016-01-26;12.62;11.79;11.58
2016-01-27;12.62;11.79;11.58
2016-01-28;12.62;11.79;11.68
2016-01-29;12.77;11.79;11.83
2016-01-30;12.77;11.79;11.83
2016-01-31;12.77;11.79;11.83
2016-02-01;12.77;11.79;11.83
2016-02-02;12.67;11.79;11.83
2016-02-03;12.52;11.69;11.73
2016-02-04;12.52;11.69;11.88
2016-02-05;12.52;11.69;11.88
2016-02-06;12.52;11.69;11.88
2016-02-07;12.52;11.69;11.88
2016-02-08;12.42;11.59;11.88
2016-02-09;12.42;11.59;11.88
2016-02-10;12.22;11.59;11.73
2016-02-11;12.12;11.59;11.58
2016-02-12;12.12;11.59;11.58
2016-02-13;12.12;11.59;11.58
2016-02-14;12.12;11.59;11.58
2016-02-15;12.32;11.59;11.78
2016-02-16;12.32;11.59;11.78
2016-02-17;12.32;11.59;11.78
2016-02-18;12.32;11.59;11.93
2016-02-19;12.32;11.59;11.93
2016-02-20;12.32;11.59;11.93
2016-02-21;12.32;11.59;11.93
2016-02-22;12.17;11.39;11.83
2016-02-23;12.17;11.39;11.83
2016-02-24;12.07;11.24;11.83
2016-02-25;12.07;11.24;11.83
2016-02-26;12.07;11.24;11.83
2016-02-27;12.07;11.24;11.83
2016-02-28;12.07;11.24;11.83
2016-02-29;12.27;11.24;12.03
2016-03-01;12.27;11.24;12.03
2016-03-02;12.17;11.09;12.03
2016-03-03;12.17;11.09;12.03
2016-03-04;12.42;11.09;12.13
2016-03-05;12.42;11.09;12.13
2016-03-06;12.42;11.09;12.13
2016-03-07;12.52;11.09;12.23
2016-03-08;12.62;11.09;12.33
2016-03-09;12.62;11.09;12.33
2016-03-10;12.77;11.09;12.33
2016-03-11;12.77;11.09;12.33
2016-03-12;12.77;11.09;12.33
2016-03-13;12.77;11.09;12.33
2016-03-14;12.77;11.09;12.33
2016-03-15;12.67;11.09;12.23
2016-03-16;12.67;11.09;12.23
2016-03-17;12.77;11.09;12.33
2016-03-18;12.77;11.09;12.33
2016-03-19;12.77;11.09;12.33
2016-03-20;12.77;11.09;12.33
2016-03-21;12.87;11.09;12.33
2016-03-22;12.87;11.09;12.33
2016-03-23;12.97;11.09;12.33
2016-03-24;12.97;11.09;12.33
2016-03-25;12.97;11.09;12.33
2016-03-26;12.97;11.09;12.33
2016-03-27;12.97;11.09;12.33
2016-03-28;12.97;11.09;12.33
2016-03-29;13.17;11.09;12.33
2016-03-30;13.17;11.09;12.13
2016-03-31;13.17;11.09;12.13
2016-04-01;13.07;10.61;12.13
2016-04-02;13.07;10.61;12.13
2016-04-03;13.07;10.61;12.13
2016-04-04;12.97;10.61;12.03
2016-04-05;12.97;10.61;12.03
2016-04-06;12.87;10.61;11.88
2016-04-07;12.87;10.61;11.88
2016-04-08;12.87;10.61;11.88
2016-04-09;12.87;10.61;11.88
2016-04-10;12.87;10.61;11.88
2016-04-11;13.12;10.61;12.13
2016-04-12;13.22;10.61;12.13
2016-04-13;13.22;10.61;12.23
2016-04-14;13.22;10.61;12.23
2016-04-15;13.22;10.61;12.33
2016-04-16;13.22;10.61;12.33
2016-04-17;13.22;10.61;12.33
2016-04-18;13.12;10.61;12.23
2016-04-19;13.02;10.61;12.23
2016-04-20;13.02;10.61;12.23
2016-04-21;13.02;10.61;12.23
2016-04-22;13.22;10.61;12.43
2016-04-23;13.22;10.61;12.43
2016-04-24;13.22;10.61;12.43
2016-04-25;13.32;10.71;12.53
2016-04-26;13.32;10.71;12.53
2016-04-27;13.32;10.71;12.53
2016-04-28;13.32;10.71;12.53
2016-04-29;13.42;10.71;12.63
2016-04-30;13.42;10.71;12.63
2016-05-01;13.42;10.71;12.63
2016-05-02;13.42;10.71;12.63
2016-05-03;13.42;10.71;12.63
2016-05-04;13.27;10.71;12.48
2016-05-05;13.27;10.71;12.48
2016-05-06;13.27;10.71;12.48
2016-05-07;13.27;10.71;12.48
2016-05-08;13.27;10.71;12.48
2016-05-09;13.17;10.71;12.48
2016-05-10;13.07;10.71;12.38
2016-05-11;13.07;10.71;12.38
2016-05-12;13.32;10.96;12.63
2016-05-13;13.42;11.06;12.63
2016-05-14;13.42;11.06;12.63
2016-05-15;13.42;11.06;12.63
2016-05-16;13.52;11.26;12.78
2016-05-17;13.52;11.36;12.88
2016-05-18;13.52;11.36;12.88
2016-05-19;13.67;11.51;13.03
2016-05-20;13.57;11.51;12.93
2016-05-21;13.57;11.51;12.93
2016-05-22;13.57;11.51;12.93
2016-05-23;13.67;11.61;13.03
2016-05-24;13.67;11.61;13.03
2016-05-25;13.77;11.61;13.13
2016-05-26;13.77;11.61;13.13
2016-05-27;13.77;11.61;13.13
2016-05-28;13.77;11.61;13.13
2016-05-29;13.77;11.61;13.13
2016-05-30;13.77;11.61;13.13
2016-05-31;13.77;11.61;13.13
2016-06-01;13.87;11.71;13.13
2016-06-02;13.72;11.71;13.03
2016-06-03;13.72;11.71;13.03
2016-06-04;13.72;11.71;13.03
2016-06-05;13.72;11.71;13.03
2016-06-06;13.72;11.71;13.03
2016-06-07;13.62;11.71;13.03
2016-06-08;13.47;11.71;13.03
2016-06-09;13.47;11.71;13.03
2016-06-10;13.47;11.71;13.03
2016-06-11;13.47;11.71;13.03
2016-06-12;13.47;11.71;13.03
2016-06-13;13.57;11.71;13.03
2016-06-14;13.57;11.71;13.03
2016-06-15;13.47;11.71;13.03
2016-06-16;13.47;11.71;13.03
2016-06-17;13.37;11.71;12.88
2016-06-18;13.37;11.71;12.88
2016-06-19;13.37;11.71;12.88
2016-06-20;13.47;11.71;12.98
2016-06-21;13.47;11.71;12.98
2016-06-22;13.62;11.71;13.08
2016-06-23;13.62;11.71;13.08
2016-06-24;13.62;11.71;13.08
2016-06-25;13.62;11.71;13.08
2016-06-26;13.62;11.71;13.08
2016-06-27;13.52;11.61;12.93
2016-06-28;13.42;11.61;12.93
2016-06-29;13.42;11.61;12.93
2016-06-30;13.42;11.61;13.03
2016-07-01;13.42;11.61;13.03
2016-07-02;13.42;11.61;13.03
2016-07-03;13.42;11.61;13.03
2016-07-04;13.42;11.61;13.03
2016-07-05;13.42;11.61;13.03
2016-07-06;13.27;11.51;12.93
2016-07-07;13.17;11.51;12.93
2016-07-08;13.17;11.51;12.93
2016-07-09;13.17;11.51;12.93
2016-07-10;13.17;11.51;12.93
2016-07-11;13.07;11.41;12.83
2016-07-12;13.07;11.41;12.83
2016-07-13;13.07;11.41;12.83
2016-07-14;12.97;11.41;12.73
2016-07-15;12.97;11.41;12.73
2016-07-16;12.97;11.41;12.73
2016-07-17;12.97;11.41;12.73
2016-07-18;13.17;11.41;12.73
2016-07-19;13.17;11.41;12.73
2016-07-20;13.17;11.41;12.83
2016-07-21;13.17;11.41;12.83
2016-07-22;13.17;11.41;12.83
2016-07-23;13.17;11.41;12.83
2016-07-24;13.17;11.41;12.83
2016-07-25;13.07;11.31;12.73
2016-07-26;13.07;11.31;12.73
2016-07-27;13.07;11.31;12.73
2016-07-28;13.07;11.31;12.63
2016-07-29;12.97;11.31;12.53
2016-07-30;12.97;11.31;12.53
2016-07-31;12.97;11.31;12.53
2016-08-01;12.94;10.56;12.49
2016-08-02;12.84;10.46;12.39
2016-08-03;12.84;10.46;12.39
2016-08-04;12.84;10.46;12.39
2016-08-05;12.94;10.46;12.49
2016-08-06;12.94;10.46;12.49
2016-08-07;12.94;10.46;12.49
2016-08-08;12.94;10.46;12.49
2016-08-09;13.09;10.46;12.64
2016-08-10;13.09;10.46;12.64
2016-08-11;12.99;10.31;12.64
2016-08-12;12.99;10.31;12.64
2016-08-13;12.99;10.31;12.64
2016-08-14;12.99;10.31;12.64
2016-08-15;13.09;10.31;12.79
2016-08-16;13.09;10.31;12.89
2016-08-17;13.19;10.31;12.99
2016-08-18;13.19;10.31;12.99
2016-08-19;13.29;10.31;13.09
2016-08-20;13.29;10.31;13.09
2016-08-21;13.29;10.31;13.09
2016-08-22;13.29;10.31;13.09
2016-08-23;13.29;10.31;13.09
2016-08-24;13.29;10.21;12.99
2016-08-25;13.29;10.11;12.89
2016-08-26;13.29;10.11;12.89
2016-08-27;13.29;10.11;12.89
2016-08-28;13.29;10.11;12.89
2016-08-29;13.39;10.11;12.99
2016-08-30;13.39;10.11;12.99
2016-08-31;13.29;10.01;12.99
2016-09-01;13.19;10.01;12.89
2016-09-02;13.04;9.91;12.79
2016-09-03;13.04;9.91;12.79
2016-09-04;13.04;9.91;12.79
2016-09-05;13.04;9.91;12.79
2016-09-06;13.19;9.91;12.94
2016-09-07;13.19;9.91;12.94
2016-09-08;13.19;9.91;12.94
2016-09-09;13.39;9.91;13.04
2016-09-10;13.39;9.91;13.04
2016-09-11;13.39;9.91;13.04
2016-09-12;13.39;9.91;12.94
2016-09-13;13.39;9.91;12.94
2016-09-14;13.29;9.91;12.84
2016-09-15;13.19;9.91;12.84
2016-09-16;13.19;9.91;12.84
2016-09-17;13.19;9.91;12.84
2016-09-18;13.19;9.91;12.84
2016-09-19;13.29;9.91;12.84
2016-09-20;13.29;9.91;12.84
2016-09-21;13.19;9.91;12.84
2016-09-22;13.19;9.91;12.94
2016-09-23;13.29;10.01;12.94
2016-09-24;13.29;10.01;12.94
2016-09-25;13.29;10.01;12.94
2016-09-26;13.29;10.01;12.94
2016-09-27;13.29;10.01;12.94
2016-09-28;13.19;10.01;12.84
2016-09-29;13.19;10.01;12.94
2016-09-30;13.39;10.01;13.14
2016-10-01;13.39;10.01;13.14
2016-10-02;13.39;10.01;13.14
2016-10-03;13.54;10.01;13.24
2016-10-04;13.54;10.01;13.24
2016-10-05;13.69;10.01;13.34
2016-10-06;13.69;10.01;13.34
2016-10-07;13.69;10.01;13.44
2016-10-08;13.69;10.01;13.44
2016-10-09;13.69;10.01;13.44
2016-10-10;13.69;10.01;13.44
2016-10-11;13.69;10.11;13.54
2016-10-12;13.69;10.11;13.54
2016-10-13;13.59;10.11;13.54
2016-10-14;13.59;10.11;13.54
2016-10-15;13.59;10.11;13.54
2016-10-16;13.59;10.11;13.54
2016-10-17;13.69;10.11;13.54
2016-10-18;13.69;10.11;13.54
2016-10-19;13.59;10.11;13.54
2016-10-20;13.59;10.11;13.64
2016-10-21;13.59;10.11;13.64
2016-10-22;13.59;10.11;13.64
2016-10-23;13.59;10.11;13.64
2016-10-24;13.69;10.21;13.64
2016-10-25;13.69;10.21;13.64
2016-10-26;13.69;10.21;13.64
2016-10-27;13.69;10.21;13.64
2016-10-28;13.59;10.21;13.64
2016-10-29;13.59;10.21;13.64
2016-10-30;13.59;10.21;13.64
2016-10-31;13.59;10.21;13.64
2016-11-01;13.49;11.03;13.54
2016-11-02;13.49;11.03;13.44
2016-11-03;13.39;10.65;13.29
2016-11-04;13.39;10.65;13.29
2016-11-05;13.39;10.65;13.29
2016-11-06;13.39;10.65;13.29
2016-11-07;13.29;10.65;13.19
2016-11-08;13.29;10.65;13.19
2016-11-09;13.29;10.65;13.19
2016-11-10;13.29;10.65;13.19
2016-11-11;13.29;10.65;13.19
2016-11-12;13.29;10.65;13.19
2016-11-13;13.29;10.65;13.19
2016-11-14;13.19;10.65;13.09
2016-11-15;13.19;10.65;13.09
2016-11-16;13.19;10.65;13.09
2016-11-17;13.34;10.65;13.29
2016-11-18;13.34;10.65;13.29
2016-11-19;13.34;10.65;13.29
2016-11-20;13.34;10.65;13.29
2016-11-21;13.34;10.65;13.39
2016-11-22;13.44;10.65;13.54
2016-11-23;13.44;10.65;13.54
2016-11-24;13.44;10.65;13.54
2016-11-25;13.54;10.65;13.64
2016-11-26;13.54;10.65;13.64
2016-11-27;13.54;10.65;13.64
2016-11-28;13.44;10.65;13.54
2016-11-29;13.44;10.65;13.54
2016-11-30;13.34;10.65;13.44
2016-12-01;13.54;10.75;13.54
2016-12-02;13.79;10.85;13.79
2016-12-03;13.79;10.85;13.79
2016-12-04;13.79;10.85;13.79
2016-12-05;13.89;10.95;13.89
2016-12-06;13.89;10.95;13.89
2016-12-07;13.89;10.95;13.79
2016-12-08;13.89;10.95;13.79
2016-12-09;13.79;10.95;13.79
2016-12-10;13.79;10.95;13.79
2016-12-11;13.79;10.95;13.79
2016-12-12;13.79;10.95;13.79
2016-12-13;13.94;11.15;13.94
2016-12-14;13.94;11.15;13.94
2016-12-15;13.94;11.15;13.94
2016-12-16;13.94;11.15;13.94
2016-12-17;13.94;11.15;13.94
2016-12-18;13.94;11.15;13.94
2016-12-19;14.14;11.35;14.14
2016-12-20;14.14;11.35;14.14
2016-12-21;14.24;11.35;14.24
2016-12-22;14.24;11.35;14.14
2016-12-23;14.24;11.35;14.14
2016-12-24;14.24;11.35;14.14
2016-12-25;14.24;11.35;14.14
2016-12-26;14.24;11.35;14.14
2016-12-27;14.09;11.35;13.99
2016-12-28;14.09;11.35;13.99
2016-12-29;14.19;11.35;14.14
2016-12-30;14.19;11.35;14.14
2016-12-31;14.19;11.35;14.14
2017-01-01;14.42;11.42;14.35
2017-01-02;14.32;11.42;14.25
2017-01-03;14.32;11.42;14.25
2017-01-04;14.32;11.42;14.25
